year,week,week_label,week_start_date,week_end_date,geography,age_group,sex,deaths,population,age_coarse,weeknumber,timeindex,logpop,expected_deaths,excess_deaths
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,50-54,female,1,93159,30-69,3,419,11,1,-0
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,55-59,male,2,89505,30-69,3,419,11,2,0
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,55-59,female,2,93159,30-69,3,419,11,2,0
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,60-64,male,3,89505,30-69,3,419,11,3,0
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,60-64,female,2,93159,30-69,3,419,11,3,-1
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,65-69,male,4,74588,30-69,3,419,11,4,-0
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,65-69,female,4,77632,30-69,3,419,11,4,-0
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,70-74,male,7,74588,70+,3,419,11,7,0
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,70-74,female,6,77632,70+,3,419,11,6,-0
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,75-79,male,11,59670,70+,3,419,11,11,0
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,75-79,female,11,62106,70+,3,419,11,10,1
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,80-84,male,17,44753,70+,3,419,11,16,1
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,80-84,female,15,46579,70+,3,419,11,15,-0
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,85-89,male,15,22376,70+,3,419,10,16,-1
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,85-89,female,15,23290,70+,3,419,10,15,-0
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,90+,male,21,14918,70+,3,419,10,21,-0
2023,3,2023-W03,2023-01-16,2023-01-22,Wales,90+,female,18,15526,70+,3,419,10,20,-2
2023,4,2023-W04,2023-01-23,2023-01-29,England,0-29,male,18,9636744,70+,4,420,16,19,-1
2023,4,2023-W04,2023-01-23,2023-01-29,England,0-29,female,18,10030080,70+,4,420,16,18,-0
2023,4,2023-W04,2023-01-23,2023-01-29,England,30-44,male,17,5101806,70+,4,420,15,19,-2
2023,4,2023-W04,2023-01-23,2023-01-29,England,30-44,female,16,5310042,70+,4,420,15,18,-2
2023,4,2023-W04,2023-01-23,2023-01-29,England,45-49,male,13,1700602,30-69,4,420,14,13,0
2023,4,2023-W04,2023-01-23,2023-01-29,England,45-49,female,11,1770014,30-69,4,420,14,12,-1
2023,4,2023-W04,2023-01-23,2023-01-29,England,50-54,male,20,1700602,30-69,4,420,14,21,-1
2023,4,2023-W04,2023-01-23,2023-01-29,England,50-54,female,20,1770014,30-69,4,420,14,20,0
2023,4,2023-W04,2023-01-23,2023-01-29,England,55-59,male,32,1700602,30-69,4,420,14,33,-1
2023,4,2023-W04,2023-01-23,2023-01-29,England,55-59,female,31,1770014,30-69,4,420,14,31,-0
2023,4,2023-W04,2023-01-23,2023-01-29,England,60-64,male,53,1700602,30-69,4,420,14,50,3
2023,4,2023-W04,2023-01-23,2023-01-29,England,60-64,female,46,1770014,30-69,4,420,14,47,-1
2023,4,2023-W04,2023-01-23,2023-01-29,England,65-69,male,81,1417168,30-69,4,420,14,76,5
2023,4,2023-W04,2023-01-23,2023-01-29,England,65-69,female,64,1475012,30-69,4,420,14,72,-8
2023,4,2023-W04,2023-01-23,2023-01-29,England,70-74,male,115,1417168,70+,4,420,14,122,-7
2023,4,2023-W04,2023-01-23,2023-01-29,England,70-74,female,122,1475012,70+,4,420,14,115,7
2023,4,2023-W04,2023-01-23,2023-01-29,England,75-79,male,204,1133735,70+,4,420,14,194,10
2023,4,2023-W04,2023-01-23,2023-01-29,England,75-79,female,188,1180009,70+,4,420,14,184,4
2023,4,2023-W04,2023-01-23,2023-01-29,England,80-84,male,292,850301,70+,4,420,14,292,0
2023,4,2023-W04,2023-01-23,2023-01-29,England,80-84,female,275,885007,70+,4,420,14,276,-1
2023,4,2023-W04,2023-01-23,2023-01-29,England,85-89,male,297,425150,70+,4,420,13,293,4
2023,4,2023-W04,2023-01-23,2023-01-29,England,85-89,female,300,442504,70+,4,420,13,277,23
2023,4,2023-W04,2023-01-23,2023-01-29,England,90+,male,381,283434,70+,4,420,13,383,-2
2023,4,2023-W04,2023-01-23,2023-01-29,England,90+,female,393,295002,70+,4,420,13,362,31
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,0-29,male,1,507197,70+,4,420,13,1,-0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,0-29,female,1,527899,70+,4,420,13,1,0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,30-44,male,1,268516,70+,4,420,13,1,-0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,30-44,female,1,279476,70+,4,420,13,1,0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,45-49,male,1,89505,30-69,4,420,11,1,0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,45-49,female,1,93159,30-69,4,420,11,1,0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,50-54,male,1,89505,30-69,4,420,11,1,-0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,50-54,female,1,93159,30-69,4,420,11,1,-0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,55-59,male,2,89505,30-69,4,420,11,2,0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,55-59,female,2,93159,30-69,4,420,11,2,0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,60-64,male,3,89505,30-69,4,420,11,3,0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,60-64,female,2,93159,30-69,4,420,11,2,-0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,65-69,male,4,74588,30-69,4,420,11,4,-0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,65-69,female,4,77632,30-69,4,420,11,4,0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,70-74,male,7,74588,70+,4,420,11,6,1
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,70-74,female,6,77632,70+,4,420,11,6,-0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,75-79,male,10,59670,70+,4,420,11,10,-0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,75-79,female,10,62106,70+,4,420,11,10,0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,80-84,male,15,44753,70+,4,420,11,16,-1
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,80-84,female,15,46579,70+,4,420,11,15,0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,85-89,male,15,22376,70+,4,420,10,16,-1
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,85-89,female,15,23290,70+,4,420,10,15,0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,90+,male,20,14918,70+,4,420,10,20,-0
2023,4,2023-W04,2023-01-23,2023-01-29,Wales,90+,female,19,15526,70+,4,420,10,19,-0
2023,5,2023-W05,2023-01-30,2023-02-05,England,0-29,male,17,9636744,70+,5,421,16,18,-1
2023,5,2023-W05,2023-01-30,2023-02-05,England,0-29,female,19,10030080,70+,5,421,16,17,2
2023,5,2023-W05,2023-01-30,2023-02-05,England,30-44,male,16,5101806,70+,5,421,15,18,-2
2023,5,2023-W05,2023-01-30,2023-02-05,England,30-44,female,17,5310042,70+,5,421,15,17,-0
2023,5,2023-W05,2023-01-30,2023-02-05,England,45-49,male,12,1700602,30-69,5,421,14,12,-0
2023,5,2023-W05,2023-01-30,2023-02-05,England,45-49,female,12,1770014,30-69,5,421,14,12,0
2023,5,2023-W05,2023-01-30,2023-02-05,England,50-54,male,19,1700602,30-69,5,421,14,20,-1
2023,5,2023-W05,2023-01-30,2023-02-05,England,50-54,female,19,1770014,30-69,5,421,14,19,-0
2023,5,2023-W05,2023-01-30,2023-02-05,England,55-59,male,35,1700602,30-69,5,421,14,32,3
2023,5,2023-W05,2023-01-30,2023-02-05,England,55-59,female,30,1770014,30-69,5,421,14,31,-1
2023,5,2023-W05,2023-01-30,2023-02-05,England,60-64,male,44,1700602,30-69,5,421,14,49,-5
2023,5,2023-W05,2023-01-30,2023-02-05,England,60-64,female,50,1770014,30-69,5,421,14,46,4
2023,5,2023-W05,2023-01-30,2023-02-05,England,65-69,male,76,1417168,30-69,5,421,14,74,2
2023,5,2023-W05,2023-01-30,2023-02-05,England,65-69,female,69,1475012,30-69,5,421,14,70,-1
2023,5,2023-W05,2023-01-30,2023-02-05,England,70-74,male,113,1417168,70+,5,421,14,118,-5
2023,5,2023-W05,2023-01-30,2023-02-05,England,70-74,female,98,1475012,70+,5,421,14,111,-13
2023,5,2023-W05,2023-01-30,2023-02-05,England,75-79,male,199,1133735,70+,5,421,14,188,11
2023,5,2023-W05,2023-01-30,2023-02-05,England,75-79,female,175,1180009,70+,5,421,14,178,-3
2023,5,2023-W05,2023-01-30,2023-02-05,England,80-84,male,255,850301,70+,5,421,14,282,-27
2023,5,2023-W05,2023-01-30,2023-02-05,England,80-84,female,273,885007,70+,5,421,14,266,7
2023,5,2023-W05,2023-01-30,2023-02-05,England,85-89,male,292,425150,70+,5,421,13,283,9
2023,5,2023-W05,2023-01-30,2023-02-05,England,85-89,female,270,442504,70+,5,421,13,268,2
2023,5,2023-W05,2023-01-30,2023-02-05,England,90+,male,380,283434,70+,5,421,13,370,10
2023,5,2023-W05,2023-01-30,2023-02-05,England,90+,female,352,295002,70+,5,421,13,350,2
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,0-29,male,1,507197,70+,5,421,13,1,0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,0-29,female,1,527899,70+,5,421,13,1,0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,30-44,male,1,268516,70+,5,421,13,1,0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,30-44,female,1,279476,70+,5,421,13,1,0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,45-49,male,1,89505,30-69,5,421,11,1,0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,45-49,female,1,93159,30-69,5,421,11,1,0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,50-54,male,1,89505,30-69,5,421,11,1,-0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,50-54,female,1,93159,30-69,5,421,11,1,-0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,55-59,male,2,89505,30-69,5,421,11,2,0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,55-59,female,2,93159,30-69,5,421,11,2,0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,60-64,male,3,89505,30-69,5,421,11,3,0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,60-64,female,2,93159,30-69,5,421,11,2,-0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,65-69,male,4,74588,30-69,5,421,11,4,0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,65-69,female,4,77632,30-69,5,421,11,4,0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,70-74,male,7,74588,70+,5,421,11,6,1
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,70-74,female,6,77632,70+,5,421,11,6,0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,75-79,male,10,59670,70+,5,421,11,10,0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,75-79,female,9,62106,70+,5,421,11,9,-0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,80-84,male,15,44753,70+,5,421,11,15,0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,80-84,female,15,46579,70+,5,421,11,14,1
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,85-89,male,15,22376,70+,5,421,10,15,-0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,85-89,female,14,23290,70+,5,421,10,14,-0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,90+,male,20,14918,70+,5,421,10,20,0
2023,5,2023-W05,2023-01-30,2023-02-05,Wales,90+,female,17,15526,70+,5,421,10,19,-2
2023,6,2023-W06,2023-02-06,2023-02-12,England,0-29,male,18,9636744,70+,6,422,16,18,0
2023,6,2023-W06,2023-02-06,2023-02-12,England,0-29,female,17,10030080,70+,6,422,16,17,0
2023,6,2023-W06,2023-02-06,2023-02-12,England,30-44,male,18,5101806,70+,6,422,15,18,0
2023,6,2023-W06,2023-02-06,2023-02-12,England,30-44,female,16,5310042,70+,6,422,15,17,-1
2023,6,2023-W06,2023-02-06,2023-02-12,England,45-49,male,10,1700602,30-69,6,422,14,12,-2
2023,6,2023-W06,2023-02-06,2023-02-12,England,45-49,female,11,1770014,30-69,6,422,14,11,-0
2023,6,2023-W06,2023-02-06,2023-02-12,England,50-54,male,19,1700602,30-69,6,422,14,20,-1
2023,6,2023-W06,2023-02-06,2023-02-12,England,50-54,female,19,1770014,30-69,6,422,14,19,0
2023,6,2023-W06,2023-02-06,2023-02-12,England,55-59,male,30,1700602,30-69,6,422,14,31,-1
2023,6,2023-W06,2023-02-06,2023-02-12,England,55-59,female,28,1770014,30-69,6,422,14,30,-2
2023,6,2023-W06,2023-02-06,2023-02-12,England,60-64,male,47,1700602,30-69,6,422,14,47,-0
2023,6,2023-W06,2023-02-06,2023-02-12,England,60-64,female,41,1770014,30-69,6,422,14,45,-4
2023,6,2023-W06,2023-02-06,2023-02-12,England,65-69,male,70,1417168,30-69,6,422,14,72,-2
2023,6,2023-W06,2023-02-06,2023-02-12,England,65-69,female,68,1475012,30-69,6,422,14,68,0
2023,6,2023-W06,2023-02-06,2023-02-12,England,70-74,male,111,1417168,70+,6,422,14,114,-3
2023,6,2023-W06,2023-02-06,2023-02-12,England,70-74,female,110,1475012,70+,6,422,14,108,2
2023,6,2023-W06,2023-02-06,2023-02-12,England,75-79,male,182,1133735,70+,6,422,14,182,0
2023,6,2023-W06,2023-02-06,2023-02-12,England,75-79,female,169,1180009,70+,6,422,14,172,-3
2023,6,2023-W06,2023-02-06,2023-02-12,England,80-84,male,291,850301,70+,6,422,14,272,19
2023,6,2023-W06,2023-02-06,2023-02-12,England,80-84,female,255,885007,70+,6,422,14,258,-3
